date,1a. open (EUR),1b. open (USD),2a. high (EUR),2b. high (USD),3a. low (EUR),3b. low (USD),4a. close (EUR),4b. close (USD),5. volume,6. market cap (USD)
2014-07-25,0.00016367,0.00022034,0.00016673,0.00022394,0.0001626,0.00021834,0.00016673,0.00022394,3729565.07023136,835.20252588
2014-07-26,0.00016673,0.00022394,0.00016949,0.00022763,0.00015625,0.00020984,0.00015746,0.00021146,4797632.31775368,1014.51599933
2014-07-27,0.00015746,0.00021146,0.00016949,0.00022763,0.00015746,0.00021146,0.00016552,0.00022233,521311.9051258,115.90256333
2014-07-28,0.00016552,0.00022233,0.00016667,0.00022399,0.00015625,0.00020997,0.00015625,0.00020997,1360448.0,285.65400617
2014-07-29,0.00015625,0.00020997,0.00016949,0.00022727,0.00014708,0.00019754,0.00016194,0.00021717,9720885.78129825,2111.11984829
2014-07-30,0.00016194,0.00021717,0.00016194,0.00021723,0.00015038,0.00020151,0.00015154,0.000203,1078265.61754613,218.8858569
2014-07-31,0.00015154,0.000203,0.00015619,0.00020912,0.00014925,0.0001997,0.00015619,0.00020912,1094348.59226297,228.85344558
2014-08-01,0.00015619,0.00020912,0.00015619,0.00020915,0.00015152,0.00020276,0.0001543,0.0002072,62876.6775178,13.02809118
2014-08-02,0.0001543,0.0002072,0.0001543,0.0002072,0.00015109,0.00020289,0.00015385,0.00020659,463779.901195,95.81372187
2014-08-03,0.00015385,0.00020659,0.00015494,0.00020807,0.00015152,0.00020346,0.00015267,0.00020495,949970.6044585,194.69829453
2014-08-04,0.00015267,0.00020495,0.00015267,0.00020501,0.00014388,0.000193,0.00014493,0.00019451,4628124.391191,900.23268117
2014-08-05,0.00014493,0.00019451,0.00015264,0.00020415,0.00014388,0.00019231,0.00014388,0.0001924,5017783.7051635,965.42736118
2014-08-06,0.00014388,0.0001924,0.00015152,0.00020266,0.00013388,0.00017915,0.00013388,0.00017915,13983359.34592014,2505.17809621
2014-08-07,0.00013388,0.00017915,0.00014346,0.00019173,0.00012624,0.00016851,0.0001391,0.00018584,4180500.11634983,776.91440441
2014-08-08,0.0001391,0.00018584,0.000142,0.00019053,0.000125,0.00016764,0.000125,0.00016764,6544860.5676,1097.21196065
2014-08-09,0.000125,0.00016764,0.0001391,0.00018656,0.00012449,0.00016696,0.00013688,0.00018357,204565.22792694,37.55218747
2014-08-10,0.00013688,0.00018357,0.00013688,0.00018357,0.00011628,0.00015587,0.00011628,0.00015587,2600074.152938,405.28459721
2014-08-11,0.00011628,0.00015587,0.00012739,0.00017055,0.00011112,0.00014873,0.00011112,0.00014875,9015866.07959291,1341.08038402
2014-08-12,0.00011112,0.00014875,0.00011112,0.00014875,9.621e-05,0.0001285,0.00010867,0.00014528,8596481.78938274,1248.90512484
2014-08-13,0.00010867,0.00014528,0.00011061,0.00014787,0.00010523,0.00014048,0.00010988,0.00014684,2792262.74923544,410.01414451
2014-08-14,0.00010988,0.00014684,0.0001111,0.0001485,0.00010523,0.00014086,0.00010753,0.00014367,3349434.44688,481.22263931
2014-08-15,0.00010753,0.00014367,0.00011112,0.00014862,9.616e-05,0.00012877,9.804e-05,0.00013137,7750546.506732,1018.17038077
2014-08-16,9.804e-05,0.00013137,9.804e-05,0.00013137,9.612e-05,0.0001288,9.612e-05,0.0001288,1546891.66938992,199.23249915
2014-08-17,9.612e-05,0.0001288,9.612e-05,0.0001288,9.524e-05,0.00012753,9.524e-05,0.00012753,1775493.01902,226.43400294
2014-08-18,9.524e-05,0.00012753,9.524e-05,0.00012754,7.692e-05,0.00010278,7.692e-05,0.00010278,280299.16240852,28.81024977
2014-08-19,7.692e-05,0.00010278,9.265e-05,0.00012342,7.692e-05,0.00010271,9.256e-05,0.00012329,1935063.76037111,238.57135424
2014-08-20,9.256e-05,0.00012329,0.00010194,0.00013519,9e-05,0.00011959,0.00010194,0.00013516,4961505.08636138,670.58191975
2014-08-21,0.00010194,0.00013516,0.00011905,0.00015812,0.0001001,0.00013276,0.00011905,0.0001581,2906551.039224,459.53631856
2014-08-22,0.00011905,0.0001581,0.00011905,0.00015813,9.499e-05,0.00012578,9.937e-05,0.00013158,2970515.00629831,390.869564
2014-08-23,9.937e-05,0.00013158,9.937e-05,0.00013159,9.579e-05,0.00012686,9.579e-05,0.00012686,592665.05850006,75.18316567
2014-08-24,9.579e-05,0.00012686,0.00010151,0.00013442,9.579e-05,0.00012686,0.00010151,0.00013391,793517.12613053,106.26070811
2014-08-25,0.00010151,0.00013391,0.00010151,0.00013405,8.34e-05,0.00011007,8.614e-05,0.00011361,827916.68758638,94.06035177
2014-08-26,8.614e-05,0.00011361,0.00011905,0.00015717,8.614e-05,0.00011358,0.00011722,0.00015435,11940285.94025544,1843.00126955
2014-08-27,0.00011722,0.00015435,0.00011722,0.00015456,0.00010582,0.00013959,0.0001059,0.00013971,326762.87394604,45.65344611
2014-08-28,0.0001059,0.00013971,0.00010929,0.00014411,0.00010526,0.00013862,0.00010526,0.00013875,1962265.71434,272.27276237
2014-08-29,0.00010526,0.00013875,0.0001108,0.00014574,9.091e-05,0.00011976,0.0001,0.00013134,4014535.909,527.27653617
2014-08-30,0.0001,0.00013134,0.00010989,0.00014433,0.0001,0.00013134,0.00010256,0.0001347,1754805.0,236.37973108
2014-08-31,0.00010256,0.0001347,0.0001087,0.00014276,9.524e-05,0.00012504,9.524e-05,0.00012508,460767.099135,57.63142076
2014-09-01,9.524e-05,0.00012508,0.00010941,0.00014366,9.524e-05,0.00012496,0.0001,0.00013129,983625.2124,129.14280475
2014-09-02,0.0001,0.00013129,0.0001,0.00013132,0.0001,0.00013121,0.0001,0.00013122,983625.2124,129.07552646
2014-12-09,0.0001827,0.00022489,0.0001827,0.00022489,0.00017738,0.00021823,0.00017738,0.00021951,702099.99999999,154.11845261
2014-12-10,0.00017738,0.00021951,0.00017738,0.00021979,0.000172,0.00021286,0.000172,0.00021408,20060.0,4.29448204
2014-12-11,0.000172,0.00021408,0.000172,0.00021478,0.000172,0.00021287,0.000172,0.00021319,0.0,0.0
2014-12-12,0.000172,0.00021319,0.0001932,0.00024098,0.000172,0.00021319,0.0001932,0.00024077,14285.97308489,3.43969612
2014-12-13,0.0001932,0.00024077,0.0001932,0.00024077,0.00016458,0.00020511,0.00016639,0.00020736,143503.5296274,29.75725943
2014-12-14,0.00016639,0.00020736,0.00016639,0.00020736,0.00015876,0.00019795,0.00015876,0.00019795,362839.62718527,71.82416799
2014-12-15,0.00015876,0.00019795,0.00015876,0.00019795,0.00015293,0.00019019,0.00015293,0.00019025,169374.36585414,32.22423704
2014-12-16,0.00015293,0.00019025,0.00015293,0.00019031,0.00014447,0.00018044,0.00014447,0.00018076,160782.76266256,29.06253062
2014-12-17,0.00014447,0.00018076,0.00015682,0.00019461,0.00014447,0.00018,0.00015286,0.00018857,154046.52236212,29.04913875
2014-12-18,0.00015286,0.00018857,0.00015286,0.00018875,0.00015286,0.00018765,0.00015286,0.00018777,0.0,0.0
2014-12-19,0.00015286,0.00018777,0.00015286,0.00018777,0.00015105,0.00018467,0.00015105,0.00018472,12895.0,2.38198806
2014-12-20,0.00015105,0.00018472,0.00016807,0.00020554,0.00015105,0.00018472,0.00016568,0.00020262,669013.90147961,135.55315707
2014-12-21,0.00016562,0.00020254,0.00016587,0.00020285,0.00015848,0.0001937,0.00015848,0.0001937,424099.03227692,82.14913035
2014-12-22,0.00015848,0.0001937,0.00015848,0.00019434,0.00015524,0.00018994,0.00015793,0.00019313,207314.81614355,40.03858052
2014-12-23,0.00015796,0.00019317,0.00016341,0.00019937,0.00015775,0.00019247,0.00016341,0.00019891,354218.15094289,70.45730289
2014-12-24,0.00016341,0.00019891,0.00016341,0.00019952,0.00015691,0.00019143,0.00015691,0.00019143,96983.1344229,18.56525464
2014-12-25,0.00015691,0.00019143,0.00015691,0.00019212,0.00015691,0.00019138,0.00015691,0.00019175,0.0,0.0
2014-12-26,0.00015691,0.00019175,0.00015816,0.00019264,0.00015691,0.0001912,0.0001579,0.00019244,47632.23445769,9.16628559
2014-12-27,0.0001579,0.00019244,0.0001579,0.00019244,0.00015559,0.00018962,0.00015559,0.00018962,72800.25827097,13.80463411
2014-12-28,0.00015559,0.00018962,0.00015559,0.00018962,0.00015559,0.00018962,0.00015559,0.00018962,0.0,0.0
2014-12-29,0.00015559,0.00018962,0.00015559,0.00018962,0.00015559,0.00018962,0.00015559,0.00018962,0.0,0.0
2014-12-30,0.00015559,0.00018962,0.00015559,0.00018962,0.00014592,0.00017735,0.00014592,0.00017739,25000.0,4.43487014
2014-12-31,0.00014592,0.00017739,0.0001484,0.00018039,0.00014592,0.00017735,0.0001484,0.00017956,750.0,0.13466702
2015-01-01,0.0001484,0.00017956,0.0001484,0.00017962,0.0001484,0.00017956,0.0001484,0.00017956,0.0,0.0
2015-01-02,0.0001484,0.00017956,0.0001484,0.00017956,0.0001484,0.00017956,0.0001484,0.00017956,0.0,0.0
2015-01-03,0.0001484,0.00017956,0.0001484,0.00017956,0.0001484,0.00017956,0.0001484,0.00017956,0.0,0.0
2015-01-04,0.0001484,0.00017956,0.00015733,0.00018882,0.0001,0.00012001,0.00013328,0.00015909,454000.94066148,72.22733616
2015-01-05,0.00013328,0.00015909,0.00013328,0.00015944,0.00013328,0.00015864,0.00013328,0.00015911,0.0,0.0
2015-01-06,0.00013328,0.00015911,0.00013328,0.00015911,0.00013328,0.00015911,0.00013328,0.00015911,0.0,0.0
2015-01-07,0.00013328,0.00015911,0.00014097,0.00016754,0.00013328,0.00015911,0.00014097,0.00016688,125711.02910873,20.97857544
2015-01-08,0.00014097,0.00016688,0.00014097,0.00016692,0.00014097,0.00016654,0.00014097,0.00016654,0.0,0.0
2015-01-09,0.00014097,0.00016654,0.00014097,0.00016654,0.00014097,0.00016654,0.00014097,0.00016654,0.0,0.0
2015-01-10,0.00014097,0.00016654,0.0001447,0.00017136,0.00013856,0.00016409,0.0001447,0.00017136,1902.838414,0.32606927
2015-01-11,0.0001447,0.00017136,0.0001447,0.00017136,0.00013728,0.00016257,0.00013728,0.00016278,2628.089,0.42780887
2015-01-12,0.00013728,0.00016278,0.00016004,0.00018952,0.00013094,0.00015494,0.00013094,0.00015494,255968.00773758,39.65843154
2015-01-13,0.00013094,0.00015494,0.00013402,0.00015787,0.00010078,0.00011861,0.00010078,0.00011867,1404819.46157241,166.7161697
2015-01-14,0.00010078,0.00011867,0.00011384,0.00013423,0.00010078,0.00011861,0.00011384,0.00013423,611698.43248511,82.10896978
2015-01-15,0.00010644,0.0001255,0.00020863,0.00024213,3.967e-05,4.675e-05,0.00011909,0.00013847,6854364.48473159,949.12132019
2015-01-16,0.00011609,0.00013498,0.00015666,0.00018227,0.00011333,0.00013184,0.00012164,0.00014072,2097436.53861,295.15928885
2015-01-17,0.00012609,0.00014587,0.00012609,0.00014587,0.00010655,0.00012322,0.00011726,0.00013561,2680515.98,363.50765392
2015-01-18,0.00011727,0.00013563,0.00012387,0.00014326,0.00010594,0.00012252,0.00011808,0.00013654,615532.78260163,84.04246317
2015-01-19,0.00011808,0.00013654,0.00012792,0.00014836,0.00011327,0.00013147,0.00012343,0.00014325,1393654.05,199.64480127
2015-01-20,0.00012569,0.00014587,0.00015103,0.00017511,7.655e-05,8.841e-05,8.304e-05,9.595e-05,6087883.54793263,584.14292982
2015-01-21,8.087e-05,9.344e-05,0.00016674,0.00019297,7.981e-05,9.226e-05,0.00012194,0.00014163,7863017.01777106,1113.62753369
2015-01-22,0.0001288,0.00014959,0.00014302,0.00016286,0.00011938,0.00013855,0.00013284,0.00015093,7660266.22685669,1156.15180694
2015-01-23,0.00013284,0.00015093,0.00014326,0.00016146,0.00012394,0.00013928,0.00013136,0.00014721,973445.5,143.30067016
2015-01-24,0.00013136,0.00014721,0.00014667,0.00016437,0.00013073,0.0001465,0.00013869,0.00015542,4508310.76029987,700.70382401
2015-01-25,0.00014667,0.00016437,0.00015462,0.00017285,0.00013685,0.000153,0.00015459,0.00017226,2447500.65102068,421.60291825
2015-01-26,0.00014456,0.00016108,0.00016434,0.00018416,0.00013407,0.00015033,0.00015894,0.00017864,2657504.33042044,474.73647493
2015-01-27,0.00015452,0.00017367,0.00015511,0.00017447,0.0001408,0.00015932,0.00014284,0.00016252,3018998.0,490.64175574
